Part Number,Finish,Length,Units,List Price,Page Number(s)
BE9-2921,Paint,24’ - 0”,1 pc.,1101,C4-24
BE9-2922,Clear,24’ - 0”,1 pc.,561,C4-24
BE9-2922,Bronze,24’ - 0”,1 pc.,587,C4-24
BE9-2922,Paint,24’ - 0”,1 pc.,639,C4-24
BE9-2935,Clear,24’ - 0”,1 pc.,525,C4-25
BE9-2935,Bronze,24’ - 0”,1 pc.,570,C4-25
BE9-2935,Paint,24’ - 0”,1 pc.,711,C4-25
BE9-2936,Clear,24’ - 0”,1 pc.,428,C4-25
BE9-2936,Bronze,24’ - 0”,1 pc.,467,C4-25
BE9-2936,Paint,24’ - 0”,1 pc.,566,C4-25
BE9-2937,Clear,24’ - 0”,1 pc.,335,"C4-9, C4-25"
BE9-2937,Bronze,24’ - 0”,1 pc.,341,"C4-9, C4-25"
BE9-2937,Paint,24’ - 0”,1 pc.,375,"C4-9, C4-25"
BE9-2940,Clear,24’ - 0”,1 pc.,548,"C4-9, C4-25"
BE9-2940,Bronze,24’ - 0”,1 pc.,555,"C4-9, C4-25"
BE9-2940,Paint,24’ - 0”,1 pc.,836,"C4-9, C4-25"
BE9-2941,Clear,24’ - 0”,1 pc.,275,"C4-9, C4-25"
BE9-2942,Clear,24’ - 0”,1 pc.,945,C4-24
BE9-2942,Bronze,24’ - 0”,1 pc.,1004,C4-24
BE9-2942,Paint,24’ - 0”,1 pc.,1151,C4-24
BE9-2943,Clear,24’ - 0”,1 pc.,930,C4-8
BE9-2943,Bronze,24’ - 0”,1 pc.,981,C4-8
BE9-2943,Paint,24’ - 0”,1 pc.,1119,C4-8
BE9-2950,Clear,24’ - 0”,1 pc.,624,"C4-12, C4-26"
BE9-2950,Bronze,24’ - 0”,1 pc.,662,"C4-12, C4-26"
BE9-2950,Paint,24’ - 0”,1 pc.,942,"C4-12, C4-26"
BE9-2951,Clear,24’ - 0”,1 pc.,693,"C4-12, C4-26"
BE9-2951,Bronze,24’ - 0”,1 pc.,726,"C4-12, C4-26"
BE9-2951,Paint,24’ - 0”,1 pc.,903,"C4-12, C4-26"
BE9-3354,Clear,24’ - 0”,1 pc.,570,E7-3
BE9-3354,Bronze,24’ - 0”,1 pc.,576,E7-3
BE9-3354,Paint,24’ - 0”,1 pc.,716,E7-3
BE9-3355,Clear,24’ - 0”,1 pc.,749,E7-3
BE9-3355,Bronze,24’ - 0”,1 pc.,756,E7-3
BE9-3355,Paint,24’ - 0”,1 pc.,999,E7-3
BE9-3356,Clear,24’ - 0”,1 pc.,656,E7-3
BE9-3356,Bronze,24’ - 0”,1 pc.,662,E7-3
BE9-3356,Paint,24’ - 0”,1 pc.,798,E7-3
BE9-3357,Clear,24’ - 0”,1 pc.,843,E7-2
BE9-3357,Bronze,24’ - 0”,1 pc.,866,E7-2
BE9-3357,Paint,24’ - 0”,1 pc.,953,E7-2
BE9-3358,Clear,24’ - 0”,1 pc.,755,E7-2
,,,,,
Index-70,,,,,
"Effective Date: May 2, 2025",,,,,
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-3358,Bronze,24’ - 0”,1 pc.,774,E7-2
BE9-3358,Paint,24’ - 0”,1 pc.,786,E7-2
BE9-3359,Clear,24’ - 0”,1 pc.,681,E7-2
BE9-3359,Bronze,24’ - 0”,1 pc.,702,E7-2
BE9-3359,Paint,24’ - 0”,1 pc.,749,E7-2
BE9-3360,Clear,24’ - 0”,1 pc.,1035,E7-2
BE9-3360,Bronze,24’ - 0”,1 pc.,1064,E7-2
BE9-3360,Paint,24’ - 0”,1 pc.,1220,E7-2
BE9-3362,Clear,24’ - 0”,1 pc.,948,E7-2
BE9-3362,Bronze,24’ - 0”,1 pc.,972,E7-2
BE9-3362,Paint,24’ - 0”,1 pc.,1047,E7-2
BE9-3363,Clear,24’ - 0”,1 pc.,774,E7-3
BE9-3363,Bronze,24’ - 0”,1 pc.,780,E7-3
BE9-3363,Paint,24’ - 0”,1 pc.,941,E7-3
BE9-3364,Clear,24’ - 0”,1 pc.,867,E7-3
BE9-3364,Bronze,24’ - 0”,1 pc.,876,E7-3
BE9-3364,Paint,24’ - 0”,1 pc.,1142,E7-3
BE9-3365,Clear,24’ - 0”,1 pc.,689,E7-3
BE9-3365,Bronze,24’ - 0”,1 pc.,696,E7-3
BE9-3365,Paint,24’ - 0”,1 pc.,858,E7-3
BE9-3366,Clear,24’ - 0”,1 pc.,687,E7-2
BE9-3366,Bronze,24’ - 0”,1 pc.,693,E7-2
BE9-3366,Paint,24’ - 0”,1 pc.,855,E7-2
BE9-3650,Clear,24’ - 0”,1 pc.,536,E6-4
BE9-3650,Bronze,24’ - 0”,1 pc.,554,E6-4
BE9-3650,Paint,24’ - 0”,1 pc.,617,E6-4
BE9-3901,Clear,24’ - 0”,1 pc.,1007,E6-2
BE9-3901,Bronze,24’ - 0”,1 pc.,1034,E6-2
BE9-3901,Paint,24’ - 0”,1 pc.,1107,E6-2
BE9-3904,Clear,24’ - 0”,1 pc.,737,E6-2
BE9-3904,Bronze,24’ - 0”,1 pc.,749,E6-2
BE9-3904,Paint,24’ - 0”,1 pc.,918,E6-2
BE9-3910,Clear,24’ - 0”,1 pc.,861,E6-2
BE9-3910,Bronze,24’ - 0”,1 pc.,885,E6-2
BE9-3910,Paint,24’ - 0”,1 pc.,939,E6-2
BE9-3912,Mill,24’ - 0”,1 pc.,605,E6-3
BE9-3914,Clear,24’ - 0”,1 pc.,704,E6-2
BE9-3914,Bronze,24’ - 0”,1 pc.,722,E6-2
BE9-3914,Paint,24’ - 0”,1 pc.,855,E6-2
BE9-3916,Clear,24’ - 0”,1 pc.,1074,E6-2
BE9-3916,Bronze,24’ - 0”,1 pc.,1104,E6-2
BE9-3916,Paint,24’ - 0”,1 pc.,1256,E6-2
BE9-3918,Clear,24’ - 0”,1 pc.,225,"E6-3, E6-13, E6-21"
BE9-3918,Bronze,24’ - 0”,1 pc.,230,"E6-3, E6-13, E6-21"
BE9-3918,Paint,24’ - 0”,1 pc.,270,"E6-3, E6-13, E6-21"
BE9-3922,Clear,24’ - 0”,1 pc.,977,E6-12
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-3922,Bronze,24’ - 0”,1 pc.,998,E6-12
BE9-3922,Paint,24’ - 0”,1 pc.,1098,E6-12
BE9-3923,Clear,24’ - 0”,1 pc.,855,E6-12
BE9-3923,Bronze,24’ - 0”,1 pc.,876,E6-12
BE9-3923,Paint,24’ - 0”,1 pc.,977,E6-12
BE9-3924,Clear,24’ - 0”,1 pc.,662,E6-12
BE9-3924,Bronze,24’ - 0”,1 pc.,680,E6-12
BE9-3924,Paint,24’ - 0”,1 pc.,750,E6-12
BE9-3925,Clear,24’ - 0”,1 pc.,1011,E6-20
BE9-3925,Bronze,24’ - 0”,1 pc.,1032,E6-20
BE9-3925,Paint,24’ - 0”,1 pc.,1133,E6-20
BE9-3926,Clear,24’ - 0”,1 pc.,890,E6-20
BE9-3926,Bronze,24’ - 0”,1 pc.,911,E6-20
BE9-3926,Paint,24’ - 0”,1 pc.,1011,E6-20
BE9-3927,Clear,24’ - 0”,1 pc.,696,E6-20
BE9-3927,Bronze,24’ - 0”,1 pc.,714,E6-20
BE9-3927,Paint,24’ - 0”,1 pc.,785,E6-20
BE9-3928,Clear,24’ - 0”,1 pc.,1131,E6-20
BE9-3928,Bronze,24’ - 0”,1 pc.,1163,E6-20
BE9-3928,Paint,24’ - 0”,1 pc.,1313,E6-20
BE9-3929,Clear,24’ - 0”,1 pc.,810,E6-20
BE9-3929,Bronze,24’ - 0”,1 pc.,833,E6-20
BE9-3929,Paint,24’ - 0”,1 pc.,954,E6-20
BE9-3930,Mill,24’ - 0”,1 pc.,755,E6-21
BE9-3931,Mill,24’ - 0”,1 pc.,710,E6-13
BE9-3932,Clear,24’ - 0”,1 pc.,755,E6-12
BE9-3932,Bronze,24’ - 0”,1 pc.,774,E6-12
BE9-3932,Paint,24’ - 0”,1 pc.,896,E6-12
BE9-3933,Clear,24’ - 0”,1 pc.,1119,E6-12
BE9-3933,Bronze,24’ - 0”,1 pc.,1151,E6-12
BE9-3933,Paint,24’ - 0”,1 pc.,1304,E6-12
BE9-3942,Clear,24’ - 0”,1 pc.,849,E6-2
BE9-3942,Bronze,24’ - 0”,1 pc.,870,E6-2
BE9-3942,Paint,24’ - 0”,1 pc.,951,E6-2
BE9-3943,Clear,24’ - 0”,1 pc.,939,E6-20
BE9-3943,Bronze,24’ - 0”,1 pc.,960,E6-20
BE9-3943,Paint,24’ - 0”,1 pc.,1035,E6-20
BE9-3944,Clear,24’ - 0”,1 pc.,732,E6-20
BE9-3944,Bronze,24’ - 0”,1 pc.,738,E6-20
BE9-3944,Paint,24’ - 0”,1 pc.,900,E6-20
BE9-3948,Clear,24’ - 0”,1 pc.,663,E6-2
BE9-3948,Bronze,24’ - 0”,1 pc.,669,E6-2
BE9-3948,Paint,24’ - 0”,1 pc.,825,E6-2
BE9-3949,Clear,24’ - 0”,1 pc.,864,"C4-18, E6-12"
BE9-3949,Bronze,24’ - 0”,1 pc.,905,E6-12
BE9-3949,Paint,24’ - 0”,1 pc.,972,E6-12
,,,,,
Index-72,,,,,
"Effective Date: May 2, 2025",,,,,
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-3950,Clear,24’ - 0”,1 pc.,732,E6-12
BE9-3950,Bronze,24’ - 0”,1 pc.,738,E6-12
BE9-3950,Paint,24’ - 0”,1 pc.,900,E6-12
BE9-3970,Clear,24’ - 0”,1 pc.,1088,E7-2
BE9-3970,Bronze,24’ - 0”,1 pc.,1119,E7-2
BE9-3970,Paint,24’ - 0”,1 pc.,1236,E7-2
BE9-3972,Clear,24’ - 0”,1 pc.,953,E7-2
BE9-3972,Bronze,24’ - 0”,1 pc.,980,E7-2
BE9-3972,Paint,24’ - 0”,1 pc.,1034,E7-2
BE9-3975,Clear,24’ - 0”,1 pc.,668,E7-3
BE9-3975,Bronze,24’ - 0”,1 pc.,677,E7-3
BE9-3975,Paint,24’ - 0”,1 pc.,791,E7-3
BE9-3976,Clear,24’ - 0”,1 pc.,801,E7-2
BE9-3976,Bronze,24’ - 0”,1 pc.,825,E7-2
BE9-3976,Paint,24’ - 0”,1 pc.,842,E7-2
BE9-3977,Clear,24’ - 0”,1 pc.,836,E7-3
BE9-3977,Bronze,24’ - 0”,1 pc.,849,E7-3
BE9-3977,Paint,24’ - 0”,1 pc.,1035,E7-3
BE9-3978,Clear,24’ - 0”,1 pc.,929,E7-3
BE9-3978,Bronze,24’ - 0”,1 pc.,942,E7-3
BE9-3978,Paint,24’ - 0”,1 pc.,1149,E7-3
BE9-3980,Clear,24’ - 0”,1 pc.,744,E7-3
BE9-3980,Bronze,24’ - 0”,1 pc.,755,E7-3
BE9-3980,Paint,24’ - 0”,1 pc.,873,E7-3
BE9-3981,Clear,24’ - 0”,1 pc.,1001,E7-2
BE9-3981,Bronze,24’ - 0”,1 pc.,1028,E7-2
BE9-3981,Paint,24’ - 0”,1 pc.,1101,E7-2
BE9-3982,Clear,24’ - 0”,1 pc.,864,E7-2
BE9-3982,Bronze,24’ - 0”,1 pc.,888,E7-2
BE9-3982,Paint,24’ - 0”,1 pc.,902,E7-2
BE9-3983,Clear,24’ - 0”,1 pc.,854,E7-3
BE9-3983,Bronze,24’ - 0”,1 pc.,866,E7-3
BE9-3983,Paint,24’ - 0”,1 pc.,1007,E7-3
BE9-3984,Clear,24’ - 0”,1 pc.,750,E7-3
BE9-3984,Bronze,24’ - 0”,1 pc.,762,E7-3
BE9-3984,Paint,24’ - 0”,1 pc.,894,E7-3
BE9-3986,Clear,24’ - 0”,1 pc.,783,E7-2
BE9-3986,Bronze,24’ - 0”,1 pc.,804,E7-2
BE9-3986,Paint,24’ - 0”,1 pc.,825,E7-2
BE9-6303,Clear,24’ - 0”,1 pc.,539,D8-2
BE9-6303,Bronze,24’ - 0”,1 pc.,569,D8-2
BE9-6303,Paint,24’ - 0”,1 pc.,716,D8-2
BE9-6306,Clear,24’ - 0”,1 pc.,588,D8-2
BE9-6306,Bronze,24’ - 0”,1 pc.,620,D8-2
BE9-6306,Paint,24’ - 0”,1 pc.,774,D8-2
BE9-6308,Clear,24’ - 0”,1 pc.,696,D8-2
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-6308,Bronze,24’ - 0”,1 pc.,716,D8-2
BE9-6308,Paint,24’ - 0”,1 pc.,804,D8-2
BE9-6311,Clear,24’ - 0”,1 pc.,675,D8-2
BE9-6311,Bronze,24’ - 0”,1 pc.,722,D8-2
BE9-6311,Paint,24’ - 0”,1 pc.,885,D8-2
BE9-6313,Clear,24’ - 0”,1 pc.,752,D8-2
BE9-6313,Bronze,24’ - 0”,1 pc.,803,D8-2
BE9-6313,Paint,24’ - 0”,1 pc.,978,D8-2
BE9-6315,Clear,24’ - 0”,1 pc.,711,D8-3
BE9-6315,Bronze,24’ - 0”,1 pc.,752,D8-3
BE9-6315,Paint,24’ - 0”,1 pc.,872,D8-3
BE9-6318,Clear,24’ - 0”,1 pc.,591,D8-3
BE9-6318,Bronze,24’ - 0”,1 pc.,632,D8-3
BE9-6318,Paint,24’ - 0”,1 pc.,828,D8-3
BE9-6321,Clear,24’ - 0”,1 pc.,644,D8-3
BE9-6321,Bronze,24’ - 0”,1 pc.,680,D8-3
BE9-6321,Paint,24’ - 0”,1 pc.,798,D8-3
BE9-6324,Clear,24’ - 0”,1 pc.,603,D8-3
BE9-6324,Bronze,24’ - 0”,1 pc.,636,D8-3
BE9-6324,Paint,24’ - 0”,1 pc.,743,D8-3
BE9-6327,Mill,24’ - 0”,1 pc.,614,D8-3
BE9-6328,Clear,24’ - 0”,1 pc.,591,D8-3
BE9-6328,Bronze,24’ - 0”,1 pc.,638,D8-3
BE9-6328,Paint,24’ - 0”,1 pc.,779,D8-3
BE9-6329,Clear,24’ - 0”,1 pc.,590,D8-4
BE9-6329,Bronze,24’ - 0”,1 pc.,630,D8-4
BE9-6329,Paint,24’ - 0”,1 pc.,737,D8-4
BE9-6330,Clear,24’ - 0”,1 pc.,551,D8-4
BE9-6330,Bronze,24’ - 0”,1 pc.,593,D8-4
BE9-6330,Paint,24’ - 0”,1 pc.,705,D8-4
BE9-6331,Clear,24’ - 0”,1 pc.,732,D8-4
BE9-6331,Bronze,24’ - 0”,1 pc.,771,D8-4
BE9-6331,Paint,24’ - 0”,1 pc.,1038,D8-4
BE9-6334,Clear,24’ - 0”,1 pc.,395,D8-4
BE9-6334,Bronze,24’ - 0”,1 pc.,432,D8-4
BE9-6334,Paint,24’ - 0”,1 pc.,510,D8-4
BE9-6336,Clear,24’ - 0”,1 pc.,348,D8-4
BE9-6336,Bronze,24’ - 0”,1 pc.,371,D8-4
BE9-6336,Paint,24’ - 0”,1 pc.,438,D8-4
BE9-6347,Clear,24’ - 0”,1 pc.,707,D8-3
BE9-6347,Bronze,24’ - 0”,1 pc.,744,D8-3
BE9-6347,Paint,24’ - 0”,1 pc.,870,D8-3
BE9-6350,Clear,24’ - 0”,1 pc.,716,D8-3
BE9-6350,Bronze,24’ - 0”,1 pc.,756,D8-3
BE9-6350,Paint,24’ - 0”,1 pc.,903,D8-3
BE9-6351,Clear,24’ - 0”,1 pc.,612,D8-3
,,,,,
Index-74,,,,,
"Effective Date: May 2, 2025",,,,,
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-6351,Bronze,24’ - 0”,1 pc.,645,D8-3
BE9-6351,Paint,24’ - 0”,1 pc.,752,D8-3
BE9-6353,Clear,24’ - 0”,1 pc.,662,D8-3
BE9-6353,Bronze,24’ - 0”,1 pc.,689,D8-3
BE9-6353,Paint,24’ - 0”,1 pc.,813,D8-3
BE9-6357,Clear,24’ - 0”,1 pc.,255,D8-4
BE9-6357,Bronze,24’ - 0”,1 pc.,272,D8-4
BE9-6357,Paint,24’ - 0”,1 pc.,327,D8-4
BE9-6358,Clear,24’ - 0”,1 pc.,245,D8-4
BE9-6358,Bronze,24’ - 0”,1 pc.,261,D8-4
BE9-6358,Paint,24’ - 0”,1 pc.,318,D8-4
BE9-6360,Clear,24’ - 0”,1 pc.,650,D8-2
BE9-6360,Bronze,24’ - 0”,1 pc.,684,D8-2
BE9-6360,Paint,24’ - 0”,1 pc.,815,D8-2
BE9-6363,Clear,24’ - 0”,1 pc.,240,D8-4
BE9-6363,Bronze,24’ - 0”,1 pc.,257,D8-4
BE9-6363,Paint,24’ - 0”,1 pc.,338,D8-4
BE9-6364,Clear,24’ - 0”,1 pc.,251,D8-4
BE9-6364,Bronze,24’ - 0”,1 pc.,267,D8-4
BE9-6364,Paint,24’ - 0”,1 pc.,324,D8-4
BE9-6365,Clear,24’ - 0”,1 pc.,248,D8-6
BE9-6365,Bronze,24’ - 0”,1 pc.,260,D8-6
BE9-6365,Paint,24’ - 0”,1 pc.,338,D8-6
BE9-6367,Clear,24’ - 0”,1 pc.,690,D8-3
BE9-6367,Bronze,24’ - 0”,1 pc.,723,D8-3
BE9-6367,Paint,24’ - 0”,1 pc.,887,D8-3
BE9-6372,Clear,24’ - 0”,1 pc.,705,D8-2
BE9-6372,Bronze,24’ - 0”,1 pc.,743,D8-2
BE9-6372,Paint,24’ - 0”,1 pc.,902,D8-2
BE9-6374,Clear,24’ - 0”,1 pc.,746,D8-4
BE9-6374,Bronze,24’ - 0”,1 pc.,788,D8-4
BE9-6374,Paint,24’ - 0”,1 pc.,938,D8-4
BE9-6375,Clear,24’ - 0”,1 pc.,198,D8-4
BE9-6375,Bronze,24’ - 0”,1 pc.,212,D8-4
BE9-6375,Paint,24’ - 0”,1 pc.,263,D8-4
BE9-6376,Clear,24’ - 0”,1 pc.,192,D8-5
BE9-6376,Bronze,24’ - 0”,1 pc.,207,D8-5
BE9-6376,Paint,24’ - 0”,1 pc.,257,D8-5
BE9-7299,Clear,24’ - 0”,1 pc.,635,D7-9
BE9-7299,Bronze,24’ - 0”,1 pc.,671,D7-9
BE9-7299,Paint,24’ - 0”,1 pc.,900,D7-9
BE9-7361,Clear,24’ - 0”,1 pc.,357,"C4-8, C4-15, C4-17, C4-19, C4-24"
BE9-7361,Bronze,24’ - 0”,1 pc.,378,"C4-8, C4-15, C4-17,  C4-19, C4-24"
BE9-7361,Paint,24’ - 0”,1 pc.,414,"C4-8, C4-15, C4-17, C4-19, C4-24"
BE9-7635,Clear,24’ - 0”,1 pc.,572,D7-3
BE9-7635,Bronze,24’ - 0”,1 pc.,596,D7-3
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-7635,Paint,24’ - 0”,1 pc.,605,D7-3
BE9-7736,Clear,24’ - 0”,1 pc.,549,D7-8
BE9-7736,Bronze,24’ - 0”,1 pc.,575,D7-8
BE9-7736,Paint,24’ - 0”,1 pc.,660,D7-8
BE9-7856,Paint,24’ - 0”,1 pc.,222,"D2-12, D5-14, D5-16, D6-11, D6-12"
BE9-7856,Bronze,24’ - 0”,1 pc.,350,"D2-12, D5-14, D5-16, D6-11, D6-12"
BE9-7856,Clear,24’ - 0”,1 pc.,357,"D2-12, D5-14, D5-16, D6-11, D6-12"
BE9-7911,Clear,24’ - 0”,1 pc.,344,"D6-4, D6-7"
BE9-7911,Bronze,24’ - 0”,1 pc.,374,"D6-4, D6-7"
BE9-7911,Paint,24’ - 0”,1 pc.,474,"D6-4, D6-7"
BE9-7912,Clear,24’ - 0”,1 pc.,312,"D6-4, D6-7"
BE9-7912,Bronze,24’ - 0”,1 pc.,341,"D6-4, D6-7"
BE9-7912,Paint,24’ - 0”,1 pc.,428,"D6-4, D6-7"
BE9-8703,Clear,24’ - 0”,1 pc.,440,D6-5
BE9-8703,Bronze,24’ - 0”,1 pc.,467,D6-5
BE9-8703,Paint,24’ - 0”,1 pc.,543,D6-5
BE9-8704,Clear,24’ - 0”,1 pc.,537,D6-5
BE9-8704,Bronze,24’ - 0”,1 pc.,567,D6-5
BE9-8704,Paint,24’ - 0”,1 pc.,663,D6-5
BE9-8707,Clear,24’ - 0”,1 pc.,477,"D6-2, D6-5"
BE9-8707,Bronze,24’ - 0”,1 pc.,500,"D6-2, D6-5"
BE9-8707,Paint,24’ - 0”,1 pc.,606,"D6-2, D6-5"
BE9-8708,Clear,24’ - 0”,1 pc.,455,"D6-4, D6-7"
BE9-8708,Bronze,24’ - 0”,1 pc.,473,"D6-4, D6-7"
BE9-8708,Paint,24’ - 0”,1 pc.,608,"D6-4, D6-7"
BE9-8709,Clear,24’ - 0”,1 pc.,393,"D6-4, D6-7"
BE9-8709,Bronze,24’ - 0”,1 pc.,422,"D6-4, D6-7"
BE9-8709,Paint,24’ - 0”,1 pc.,489,"D6-4, D6-7"
BE9-8725,Clear,24’ - 0”,1 pc.,608,"D6-4, D6-7"
BE9-8725,Bronze,24’ - 0”,1 pc.,662,"D6-4, D6-7"
BE9-8725,Paint,24’ - 0”,1 pc.,779,"D6-4, D6-7"
BE9-8728,Clear,24’ - 0”,1 pc.,537,"D6-2, D6-8"
BE9-8728,Bronze,24’ - 0”,1 pc.,567,"D6-2, D6-8"
BE9-8728,Paint,24’ - 0”,1 pc.,743,"D6-2, D6-8"
BE9-8731,Clear,24’ - 0”,1 pc.,930,"D6-4, D6-7, D6-10"
BE9-8731,Bronze,24’ - 0”,1 pc.,972,"D6-4, D6-7, D6-10"
BE9-8731,Paint,24’ - 0”,1 pc.,1203,"D6-4, D6-7, D6-10"
BE9-8734,Clear,24’ - 0”,1 pc.,218,"D6-3, D6-6, D6-9, D6-11, D6-12"
BE9-8734,Bronze,24’ - 0”,1 pc.,248,"D6-3, D6-6, D6-9, D6-11, D6-12"
BE9-8734,Paint,24’ - 0”,1 pc.,278,"D6-3, D6-6, D6-9, D6-11, D6-12"
BE9-8789,Clear,24’ - 0”,1 pc.,554,"D6-2, D6-5"
BE9-8789,Bronze,24’ - 0”,1 pc.,584,"D6-2, D6-5"
BE9-8789,Paint,24’ - 0”,1 pc.,737,"D6-2, D6-5"
BE9-9618,Clear,24’ - 0”,1 pc.,558,D2-6
BE9-9618,Bronze,24’ - 0”,1 pc.,578,D2-6
BE9-9618,Paint,24’ - 0”,1 pc.,738,D2-6
,,,,,
Index-76,,,,,
"Effective Date: May 2, 2025",,,,,
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BY7-7792,,24’ - 0”,1 pc.,383,C3-20
BY7-7792,,24’ - 0”,1 pc.,398,C3-20
BY7-7792,,24’ - 0”,1 pc.,510,C3-20
BY7-8426,,24’ - 0”,1 pc.,542,D7-4
BY7-8426,,24’ - 0”,1 pc.,566,D7-4
BY7-8426,,24’ - 0”,1 pc.,575,D7-4
BY7-8473,,24’ - 0”,1 pc.,548,"C3-10, C3-12"
BY7-8473,,24’ - 0”,1 pc.,570,"C3-10, C3-12"
BY7-8473,,24’ - 0”,1 pc.,641,"C3-10, C3-12"
BY7-8474,,24’ - 0”,1 pc.,462,C3-13
BY7-8474,,24’ - 0”,1 pc.,485,C3-13
BY7-8474,,24’ - 0”,1 pc.,561,C3-13
BY7-8506,,24’ - 0”,1 pc.,1425,F1-15
BY7-8506,,24’ - 0”,1 pc.,1475,F1-15
BY7-8506,,24’ - 0”,1 pc.,1631,F1-15
BY7-8507,,24’ - 0”,1 pc.,306,F1-16
BY7-8507,,24’ - 0”,1 pc.,333,F1-16
BY7-8507,,24’ - 0”,1 pc.,422,F1-16
BY7-9241,,24’ - 0”,1 pc.,141,"D7-6, D7-10"
BY7-9241,,24’ - 0”,1 pc.,212,"D7-6, D7-10"
BY7-9241,,24’ - 0”,1 pc.,212,D7-5
BY7-9595,,24’ - 0”,1 pc.,639,F1-15
BY7-9595,,24’ - 0”,1 pc.,663,F1-15
BY7-9595,,24’ - 0”,1 pc.,872,F1-15
BY7-9596,,24’ - 0”,1 pc.,749,F1-15
BY7-9596,,24’ - 0”,1 pc.,756,F1-15
BY7-9596,,24’ - 0”,1 pc.,975,F1-15
BY7-9597,,24’ - 0”,1 pc.,681,F1-15
BY7-9597,,24’ - 0”,1 pc.,696,F1-15
BY7-9597,,24’ - 0”,1 pc.,876,F1-15
BY7-9762,,24’ - 0”,1 pc.,906,"C3-9, C3-11"
BY7-9762,,24’ - 0”,1 pc.,975,"C3-9, C3-11"
BY7-9762,,24’ - 0”,1 pc.,1122,"C3-9, C3-11"
BY7-9969,,24’ - 0”,1 pc.,369,C4-9
BY7-9969,,24’ - 0”,1 pc.,393,C4-9
BY7-9969,,24’ - 0”,1 pc.,549,C4-9
BY7-9970,,24’ - 0”,1 pc.,593,C4-9
BY7-9970,,24’ - 0”,1 pc.,623,C4-9
BY7-9970,,24’ - 0”,1 pc.,810,C4-9
CA 29-110 DO-R/L,,-,1 pc.,761,A-13
CA 29-110 DO-R/L,,-,1 pc.,795,A-13
CA 29-110 DO-R/L,,-,1 pc.,1232,A-13
CA 29-111 DO-R/L,,-,1 pc.,761,A-13
CA 29-111 DO-R/L,,-,1 pc.,795,A-13
CA 29-111 DO-R/L,,-,1 pc.,1232,A-13
CA 29-112 DO-R/L,,-,1 pc.,792,A-13
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
CA 29-112 DO-R/L,,,1 pc.,830,A-13
CA 29-112 DO-R/L,,,1 pc.,1331,A-13
CA 29-114 DO-P,,,1 pc.,1466,A-14
CA 29-114 DO-P,,,1 pc.,1533,A-14
CA 29-114 DO-P,,,1 pc.,2403,A-14
CA 29-119 DO-P,,,1 pc.,1466,A-14
CA 29-119 DO-P,,,1 pc.,1533,A-14
CA 29-119 DO-P,,,1 pc.,2403,A-14
CA 29-121 DO-R/L,,,1 pc.,858,A-18
CA 29-121 DO-R/L,,,1 pc.,939,A-18
CA 29-121 DO-R/L,,,1 pc.,1341,A-18
CA 29-122 DO-R/L,,,1 pc.,890,A-18
CA 29-122 DO-R/L,,,1 pc.,975,A-18
CA 29-122 DO-R/L,,,1 pc.,1440,A-18
CA 29-124 DO-P,,,1 pc.,1653,A-18
CA 29-124 DO-P,,,1 pc.,1817,A-18
CA 29-124 DO-P,,,1 pc.,2613,A-18
CA 29-131 DO-S,,,1 pc.,983,A-21
CA 29-131 DO-S,,,1 pc.,1023,A-21
CA 29-131 DO-S,,,1 pc.,1481,A-21
CA 29-132 DO-S,,,1 pc.,1016,A-21
CA 29-132 DO-S,,,1 pc.,1061,A-21
CA 29-132 DO-S,,,1 pc.,1580,A-21
CA 29-134 DO-P,,,1 pc.,1907,A-21
CA 29-134 DO-P,,,1 pc.,1985,A-21
CA 29-134 DO-P,,,1 pc.,2897,A-21
CA 29-141 DO-R/L,,,1 pc.,920,A-24
CA 29-141 DO-R/L,,,1 pc.,954,A-24
CA 29-141 DO-R/L,,,1 pc.,1412,A-24
CA 29-142 DO-R/L,,,1 pc.,957,A-24
CA 29-142 DO-R/L,,,1 pc.,992,A-24
CA 29-142 DO-R/L,,,1 pc.,1515,A-24
CA 29-144 DO-P,,,1 pc.,1781,A-24
CA 29-144 DO-P,,,1 pc.,1848,A-24
CA 29-144 DO-P,,,1 pc.,2757,A-24
CA 29-151 DO-R/L,,,1 pc.,953,A-27
CA 29-151 DO-R/L,,,1 pc.,1034,A-27
CA 29-151 DO-R/L,,,1 pc.,1446,A-27
CA 29-152 DO-R/L,,,1 pc.,986,A-27
CA 29-152 DO-R/L,,,1 pc.,1068,A-27
CA 29-152 DO-R/L,,,1 pc.,1548,A-27
CA 29-154 DO-P,,,1 pc.,1844,A-27
CA 29-154 DO-P,,,1 pc.,2001,A-27
CA 29-154 DO-P,,,1 pc.,2826,A-27
