Part Number,Finish,Length,Units,List Price,Page Number(s)
E9-1258,Bronze,24’ - 0”,1 pc.,599.0,"E2-2, E2-25"
E9-1258,Paint,24’ - 0”,1 pc.,669.0,"E2-2, E2-25"
E9-1259,Clear,24’ - 0”,1 pc.,495.0,"E2-2, E2-25"
E9-1259,Bronze,24’ - 0”,1 pc.,509.0,"E2-2, E2-25"
E9-1259,Paint,24’ - 0”,1 pc.,575.0,"E2-2, E2-25"
E9-1260,Clear,24’ - 0”,1 pc.,399.0,E2-13
E9-1260,Bronze,24’ - 0”,1 pc.,420.0,E2-13
E9-1260,Paint,24’ - 0”,1 pc.,461.0,E2-13
E9-1261,Bronze,24’ - 0”,1 pc.,60.75,E2-13
E9-1261,Clear,24’ - 0”,1 pc.,60.75,E2-13
E9-1261,Paint,24’ - 0”,1 pc.,97.2,E2-13
E9-1269,Bronze,24’ - 0”,1 pc.,237.0,E5-15
E9-1269,Clear,24’ - 0”,1 pc.,237.0,E5-15
E9-1269,Paint,24’ - 0”,1 pc.,246.0,E5-15
E9-1270,Bronze,24’ - 0”,1 pc.,143.0,E5-15
E9-1270,Clear,24’ - 0”,1 pc.,143.0,E5-15
E9-1270,Paint,24’ - 0”,1 pc.,225.0,E5-15
E9-1275,Clear,24’ - 0”,1 pc.,201.0,E5-15
E9-1275,Bronze,24’ - 0”,1 pc.,222.0,E5-15
E9-1275,Paint,24’ - 0”,1 pc.,231.0,E5-15
E9-1278,Clear,24’ - 0”,1 pc.,716.0,E2-27
E9-1278,Bronze,24’ - 0”,1 pc.,729.0,E2-27
E9-1278,Paint,24’ - 0”,1 pc.,809.0,E2-27
E9-1279,Clear,24’ - 0”,1 pc.,702.0,E2-27
E9-1279,Bronze,24’ - 0”,1 pc.,717.0,E2-27
E9-1279,Paint,24’ - 0”,1 pc.,795.0,E2-27
E9-1280,Mill,24’ - 0”,1 pc.,76.95,"F2-3, F2-10, E2-4, E2-15, E2-27, E2-39, E6-4, E6-13, E6-21, F3-3, F3-10"
E9-1281,Clear,24’ - 0”,1 pc.,236.0,"E2-4, E2-15, E2-27, E2-40, E6-4, E6-14, E6-22"
E9-1281,Bronze,24’ - 0”,1 pc.,257.0,"E2-4, E2-15, E2-27, E2-40, E6-4, E6-14, E6-22"
E9-1281,Paint,24’ - 0”,1 pc.,312.0,"E2-4, E2-15, E2-27, E2-40, E6-4, E6-14, E6-22"
E9-1282,Mill,24’ - 0”,1 pc.,170.0,E5-15
E9-1293,Clear,24’ - 0”,1 pc.,225.0,"E2-4, E2-15, E2-28, E5-3, E5-9, E5-16"
E9-1293,Bronze,24’ - 0”,1 pc.,248.0,"E2-4, E2-15, E2-28, E5-3, E5-9, E5-16"
E9-1293,Paint,24’ - 0”,1 pc.,324.0,"E2-4, E2-15, E2-28, E5-3, E5-9, E5-16"
E9-1301,Clear,24’ - 0”,1 pc.,266.0,C1-2
E9-1301,Bronze,24’ - 0”,1 pc.,294.0,C1-2
E9-1301,Paint,24’ - 0”,1 pc.,425.0,C1-2
E9-1303,Clear,24’ - 0”,1 pc.,294.0,C1-2
E9-1303,Bronze,24’ - 0”,1 pc.,317.0,C1-2
E9-1303,Paint,24’ - 0”,1 pc.,446.0,C1-2
E9-1304,Clear,24’ - 0”,1 pc.,251.0,C1-2
E9-1304,Bronze,24’ - 0”,1 pc.,278.0,C1-2
E9-1304,Paint,24’ - 0”,1 pc.,410.0,C1-2
E9-1305,Clear,24’ - 0”,1 pc.,87.15,C1-2
E9-1305,Bronze,24’ - 0”,1 pc.,110.0,C1-2
E9-1305,Paint,24’ - 0”,1 pc.,149.0,C1-2
E9-1306,Clear,24’ - 0”,1 pc.,333.0,C1-2
E9-1306,Bronze,24’ - 0”,1 pc.,369.0,C1-2
E9-1306,Paint,24’ - 0”,1 pc.,503.0,C1-2
E9-1309,Clear,24’ - 0”,1 pc.,393.0,"C1-3, C1-7"
E9-1309,Bronze,24’ - 0”,1 pc.,425.0,"C1-3, C1-7"
E9-1309,Paint,24’ - 0”,1 pc.,629.0,"C1-3, C1-7"
E9-1310,Clear,24’ - 0”,1 pc.,254.0,"C1-3, C1-7"
E9-1310,Bronze,24’ - 0”,1 pc.,264.0,"C1-3, C1-7"
E9-1310,Paint,24’ - 0”,1 pc.,365.0,"C1-3, C1-7"
E9-1313,Clear,24’ - 0”,1 pc.,318.0,"C1-7, C7-4"
E9-1313,Bronze,24’ - 0”,1 pc.,341.0,"C1-7, C7-4"
E9-1313,Paint,24’ - 0”,1 pc.,467.0,"C1-7, C7-4"
E9-1314,Clear,24’ - 0”,1 pc.,260.0,C1-7
E9-1314,Bronze,24’ - 0”,1 pc.,288.0,C1-7
E9-1314,Paint,24’ - 0”,1 pc.,414.0,C1-7
E9-1315,Clear,24’ - 0”,1 pc.,89.1,C1-7
E9-1315,Bronze,24’ - 0”,1 pc.,93.15,C1-7
E9-1315,Paint,24’ - 0”,1 pc.,149.0,C1-7
E9-1316,Clear,24’ - 0”,1 pc.,338.0,C1-7
E9-1316,Bronze,24’ - 0”,1 pc.,369.0,C1-7
E9-1316,Paint,24’ - 0”,1 pc.,497.0,C1-7
E9-1321,Clear,24’ - 0”,1 pc.,333.0,C1-3
E9-1321,Bronze,24’ - 0”,1 pc.,362.0,C1-3
E9-1321,Paint,24’ - 0”,1 pc.,434.0,C1-3
E9-1322,Clear,24’ - 0”,1 pc.,327.0,C1-3
E9-1322,Bronze,24’ - 0”,1 pc.,356.0,C1-3
E9-1322,Paint,24’ - 0”,1 pc.,434.0,C1-3
E9-1323,Clear,24’ - 0”,1 pc.,356.0,C1-3
E9-1323,Bronze,24’ - 0”,1 pc.,386.0,C1-3
E9-1323,Paint,24’ - 0”,1 pc.,468.0,C1-3
E9-1324,Clear,24’ - 0”,1 pc.,297.0,C1-3
E9-1324,Bronze,24’ - 0”,1 pc.,323.0,C1-3
E9-1324,Paint,24’ - 0”,1 pc.,402.0,C1-3
E9-1325,Clear,24’ - 0”,1 pc.,317.0,C1-2
E9-1325,Bronze,24’ - 0”,1 pc.,335.0,C1-2
E9-1325,Paint,24’ - 0”,1 pc.,390.0,C1-2
E9-1326,Clear,24’ - 0”,1 pc.,399.0,C1-2
E9-1326,Bronze,24’ - 0”,1 pc.,426.0,C1-2
E9-1326,Paint,24’ - 0”,1 pc.,495.0,C1-2
E9-1343,Clear,24’ - 0”,1 pc.,156.0,C3-16
E9-1343,Bronze,24’ - 0”,1 pc.,179.0,C3-16
E9-1343,Paint,24’ - 0”,1 pc.,251.0,C3-16
E9-1355,Clear,24’ - 0”,1 pc.,119.0,C6-2
E9-1355,Bronze,24’ - 0”,1 pc.,129.0,C6-2
E9-1355,Paint,24’ - 0”,1 pc.,167.0,C6-2
E9-1356,Clear,24’ - 0”,1 pc.,114.0,C6-2
E9-1356,Bronze,24’ - 0”,1 pc.,122.0,C6-2
E9-1356,Paint,24’ - 0”,1 pc.,159.0,C6-2
E9-1357,Clear,24’ - 0”,1 pc.,68.85,C6-2
E9-1357,Bronze,24’ - 0”,1 pc.,72.9,C6-2
E9-1357,Paint,24’ - 0”,1 pc.,126.0,C6-2
E9-1358,Clear,24’ - 0”,1 pc.,56.7,C6-2
E9-1358,Bronze,24’ - 0”,1 pc.,62.85,C6-2
E9-1358,Paint,24’ - 0”,1 pc.,114.0,C6-2
Index-122,,,,,
E9-1416,Clear,24’ - 0”,1 pc.,144.0,C7-2
E9-1416,Bronze,24’ - 0”,1 pc.,162.0,C7-2
E9-1416,Paint,24’ - 0”,1 pc.,243.0,C7-2
E9-1438,Clear,24’ - 0”,1 pc.,530.0,C7-3
E9-1438,Bronze,24’ - 0”,1 pc.,558.0,C7-3
E9-1438,Paint,24’ - 0”,1 pc.,618.0,C7-3
E9-1439,Mill,24’ - 0”,1 pc.,218.0,C7-3
E9-1440,Mill,24’ - 0”,1 pc.,225.0,C7-3
E9-1592,Clear,24’ - 0”,1 pc.,81.0,"C2-15, C3-4, C3-5, C3-6, C3-23, C3-29, C3-31, C4-11, C4-12, C4-26"
E9-1592,Bronze,24’ - 0”,1 pc.,85.05,"C2-15, C3-4, C3-5, C3-6, C3-23, C3-29, C3-31 ,C4-11, C4-12, C4-26"
E9-1592,Paint,24’ - 0”,1 pc.,132.0,"C2-15, C3-4, C3-5, C3-6, C3-23, C3-29, C3-31, C4-11, C4-12, C4-26"
E9-1602,Bronze,24’ - 0”,1 pc.,114.0,E3-3
E9-1602,Clear,24’ - 0”,1 pc.,114.0,E3-3
E9-1602,Paint,24’ - 0”,1 pc.,120.0,E3-3
E9-1604,Bronze,24’ - 0”,1 pc.,81.0,E3-3
E9-1604,Clear,24’ - 0”,1 pc.,81.0,E3-3
E9-1604,Paint,24’ - 0”,1 pc.,114.0,E3-3
E9-1611,Bronze,24’ - 0”,1 pc.,252.0,E3-3
E9-1611,Clear,24’ - 0”,1 pc.,252.0,E3-3
E9-1611,Paint,24’ - 0”,1 pc.,288.0,E3-3
E9-1612,Clear,24’ - 0”,1 pc.,582.0,E3-2
E9-1612,Bronze,24’ - 0”,1 pc.,600.0,E3-2
E9-1612,Paint,24’ - 0”,1 pc.,671.0,E3-2
E9-1613,Clear,24’ - 0”,1 pc.,671.0,E3-2
E9-1613,Bronze,24’ - 0”,1 pc.,716.0,E3-2
E9-1613,Paint,24’ - 0”,1 pc.,777.0,E3-2
E9-1617,Bronze,24’ - 0”,1 pc.,156.0,E3-3
E9-1617,Clear,24’ - 0”,1 pc.,156.0,E3-3
E9-1617,Paint,24’ - 0”,1 pc.,182.0,E3-3
E9-1618,Mill,24’ - 0”,1 pc.,76.95,E3-3
E9-1619,Bronze,24’ - 0”,1 pc.,107.0,E3-4
E9-1619,Clear,24’ - 0”,1 pc.,107.0,E3-4
E9-1619,Paint,24’ - 0”,1 pc.,132.0,E3-4
E9-1639,Mill,24’ - 0”,1 pc.,380.0,E3-3
E9-1641,Bronze,24’ - 0”,1 pc.,243.0,E3-3
E9-1641,Clear,24’ - 0”,1 pc.,243.0,E3-3
E9-1641,Paint,24’ - 0”,1 pc.,300.0,E3-3
E9-1642,Mill,24’ - 0”,1 pc.,182.0,E3-5
E9-1643,Mill,24’ - 0”,1 pc.,102.0,E3-5
E9-1644,Mill,24’ - 0”,1 pc.,147.0,E3-5
E9-1650,Bronze,24’ - 0”,1 pc.,251.0,E3-4
E9-1650,Clear,24’ - 0”,1 pc.,251.0,E3-4
E9-1650,Paint,24’ - 0”,1 pc.,258.0,E3-4
E9-1651,Clear,24’ - 0”,1 pc.,66.9,E3-4
E9-1651,Bronze,24’ - 0”,1 pc.,68.85,E3-4
E9-1651,Paint,24’ - 0”,1 pc.,79.05,E3-4
E9-1652,Clear,24’ - 0”,1 pc.,1122.0,E3-4
E9-1652,Bronze,24’ - 0”,1 pc.,1169.0,E3-4
E9-1652,Paint,24’ - 0”,1 pc.,1272.0,E3-4
E9-1653,Clear,24’ - 0”,1 pc.,212.0,E3-4
E9-1653,Bronze,24’ - 0”,1 pc.,228.0,E3-4
E9-1653,Paint,24’ - 0”,1 pc.,251.0,E3-4
E9-1656,Clear,24’ - 0”,1 pc.,365.0,E3-3
E9-1656,Bronze,24’ - 0”,1 pc.,381.0,E3-3
E9-1656,Paint,24’ - 0”,1 pc.,491.0,E3-3
E9-1657,Bronze,24’ - 0”,1 pc.,182.0,E3-3
E9-1657,Clear,24’ - 0”,1 pc.,182.0,E3-3
E9-1657,Paint,24’ - 0”,1 pc.,231.0,E3-3
E9-1659,Clear,24’ - 0”,1 pc.,578.0,E3-2
E9-1659,Bronze,24’ - 0”,1 pc.,636.0,E3-2
E9-1659,Paint,24’ - 0”,1 pc.,1017.0,E3-2
E9-1660,Clear,24’ - 0”,1 pc.,189.0,E3-4
E9-1660,Bronze,24’ - 0”,1 pc.,206.0,E3-4
E9-1660,Paint,24’ - 0”,1 pc.,231.0,E3-4
E9-1661,Bronze,24’ - 0”,1 pc.,224.0,E3-4
E9-1661,Clear,24’ - 0”,1 pc.,224.0,E3-4
E9-1661,Paint,24’ - 0”,1 pc.,251.0,E3-4
E9-1670,Clear,24’ - 0”,1 pc.,467.0,E3-2
E9-1670,Bronze,24’ - 0”,1 pc.,489.0,E3-2
E9-1670,Paint,24’ - 0”,1 pc.,575.0,E3-2
E9-1671,Clear,24’ - 0”,1 pc.,443.0,E3-2
E9-1671,Bronze,24’ - 0”,1 pc.,461.0,E3-2
E9-1671,Paint,24’ - 0”,1 pc.,513.0,E3-2
E9-1672,Clear,24’ - 0”,1 pc.,107.0,E3-2
E9-1672,Bronze,24’ - 0”,1 pc.,125.0,E3-2
E9-1672,Paint,24’ - 0”,1 pc.,201.0,E3-2
E9-1702,Clear,24’ - 0”,1 pc.,188.0,"D2-4, D2-6, D2-11, D5-2, D5-3, D5-8, D5-9, D5-15"
E9-1702,Bronze,24’ - 0”,1 pc.,189.0,"D2-4, D2-6, D2-11, D5-2, D5-3, D5-8, D5-9, D5-15"
E9-1702,Paint,24’ - 0”,1 pc.,291.0,"D2-4, D2-6, D2-11, D5-2, D5-3, D5-8, D5-9, D5-15"
E9-1705,Clear,24’ - 0”,1 pc.,219.0,D2-6
E9-1705,Bronze,24’ - 0”,1 pc.,222.0,D2-6
E9-1705,Paint,24’ - 0”,1 pc.,254.0,D2-6
E9-1707,Bronze,24’ - 0”,1 pc.,113.0,"D2-4, D2-7, D2-8, D6-2, D6-5, D6-8"
E9-1707,Clear,24’ - 0”,1 pc.,113.0,"D2-4, D2-7, D2-8, D6-2, D6-5, D6-8"
E9-1707,Paint,24’ - 0”,1 pc.,161.0,"D2-4, D2-7, D2-8, D6-2, D6-5, D6-8"
E9-1708,Clear,24’ - 0”,1 pc.,104.0,"D2-4, D2-7, D6-2, D6-5, D6-8"
E9-1708,Bronze,24’ - 0”,1 pc.,129.0,"D2-4, D2-7, D6-2, D6-5, D6-8"
E9-1708,Paint,24’ - 0”,1 pc.,155.0,"D2-4, D2-7, D6-2, D6-5, D6-8"
E9-1713,Clear,24’ - 0”,1 pc.,230.0,D2-6
E9-1713,Bronze,24’ - 0”,1 pc.,251.0,D2-6
E9-1713,Paint,24’ - 0”,1 pc.,369.0,D2-6
E9-1715,Clear,24’ - 0”,1 pc.,99.3,"D2-4, D2-8, D5-2, D5-5, D5-8, D5-11, D6-2, D6-8, D7-5, D7-9"
Index-124,,,,,
E9-1715,Bronze,24’ - 0”,1 pc.,107.0,"D2-4, D2-8, D5-2, D5-5, D5-8, D5-11, D6-2, D6-8, D7-5, D7-9"
E9-1715,Paint,24’ - 0”,1 pc.,159.0,"D2-4, D2-8, D5-2, D5-5, D5-8, D5-11, D6-2, D6-8, D7-5, D7-9"
E9-1719,Clear,22’ - 2”,1 pc.,578.0,"D2-10, D5-14"
E9-1719,Bronze,22’ - 2”,1 pc.,636.0,"D2-10, D5-14"
E9-1719,Paint,22’ - 2”,1 pc.,789.0,"D2-10, D5-14"
E9-1721,Clear,24’ - 0”,1 pc.,231.0,"D2-10, D5-14, D6-11"
E9-1721,Bronze,24’ - 0”,1 pc.,234.0,"D2-10, D5-14, D6-11"
E9-1721,Paint,24’ - 0”,1 pc.,288.0,"D2-10, D5-14, D6-11"
E9-1724,Clear,24’ - 0”,1 pc.,183.0,D2-8
E9-1724,Bronze,24’ - 0”,1 pc.,188.0,D2-8
E9-1724,Paint,24’ - 0”,1 pc.,258.0,D2-8
E9-1725,Clear,24’ - 0”,1 pc.,95.25,"D2-4, D2-7, D2-9, D2-10, D5-4, D5-10, D5-14, D6-3, D6-6, D6-9, D6-11"
E9-1725,Bronze,24’ - 0”,1 pc.,97.2,"D2-4, D2-7, D2-9, D2-10, D5-4, D5-10, D5-14, D6-3, D6-6, D6-9, D6-11"
E9-1725,Paint,24’ - 0”,1 pc.,132.0,"D2-4, D2-7, D2-9, D2-10, D5-4, D5-10, D5-14, D6-3, D6-6, D6-9, D6-11"
E9-1730,Clear,24’ - 0”,1 pc.,116.0,"D2-8, D6-8"
E9-1730,Bronze,24’ - 0”,1 pc.,119.0,"D2-8, D6-8"
E9-1730,Paint,24’ - 0”,1 pc.,170.0,"D2-8, D6-8"
E9-1734,Clear,24’ - 0”,1 pc.,129.0,D2-6
E9-1734,Bronze,24’ - 0”,1 pc.,131.0,D2-6
E9-1734,Paint,24’ - 0”,1 pc.,182.0,D2-6
E9-1735,Clear,24’ - 0”,1 pc.,212.0,D2-8
E9-1735,Bronze,24’ - 0”,1 pc.,236.0,D2-8
E9-1735,Paint,24’ - 0”,1 pc.,263.0,D2-8
E9-1736,Clear,24’ - 0”,1 pc.,225.0,D2-8
E9-1736,Bronze,24’ - 0”,1 pc.,251.0,D2-8
E9-1736,Paint,24’ - 0”,1 pc.,278.0,D2-8
E9-1757,Clear,24’ - 0”,1 pc.,177.0,"D5-4, D5-14"
E9-1757,Bronze,24’ - 0”,1 pc.,207.0,"D5-4, D5-14"
E9-1757,Paint,24’ - 0”,1 pc.,254.0,"D5-4, D5-14"
E9-1767,Clear,24’ - 0”,1 pc.,297.0,D5-4
E9-1767,Bronze,24’ - 0”,1 pc.,332.0,D5-4
E9-1767,Paint,24’ - 0”,1 pc.,372.0,D5-4
E9-1768,Clear,24’ - 0”,1 pc.,344.0,D5-4
E9-1768,Bronze,24’ - 0”,1 pc.,380.0,D5-4
E9-1768,Paint,24’ - 0”,1 pc.,462.0,D5-4
E9-1769,Clear,24’ - 0”,1 pc.,359.0,D5-4
E9-1769,Bronze,24’ - 0”,1 pc.,396.0,D5-4
E9-1769,Paint,24’ - 0”,1 pc.,567.0,D5-4
E9-1801,Clear,24’ - 0”,1 pc.,338.0,C5-4
E9-1801,Bronze,24’ - 0”,1 pc.,381.0,C5-4
E9-1801,Paint,24’ - 0”,1 pc.,461.0,C5-4
E9-1803,Clear,24’ - 0”,1 pc.,309.0,C5-4
E9-1803,Bronze,24’ - 0”,1 pc.,353.0,C5-4
E9-1803,Paint,24’ - 0”,1 pc.,471.0,C5-4
E9-1804,Clear,24’ - 0”,1 pc.,275.0,C5-5
E9-1804,Bronze,24’ - 0”,1 pc.,318.0,C5-5
E9-1804,Paint,24’ - 0”,1 pc.,387.0,C5-5
E9-1805,Bronze,24’ - 0”,1 pc.,132.0,C5-5
E9-1805,Clear,24’ - 0”,1 pc.,132.0,C5-5
E9-1805,Paint,24’ - 0”,1 pc.,177.0,C5-5
E9-1806,Clear,24’ - 0”,1 pc.,237.0,C5-5
E9-1806,Bronze,24’ - 0”,1 pc.,260.0,C5-5
E9-1806,Paint,24’ - 0”,1 pc.,356.0,C5-5
E9-1807,Clear,24’ - 0”,1 pc.,230.0,C5-5
E9-1807,Bronze,24’ - 0”,1 pc.,251.0,C5-5
E9-1807,Paint,24’ - 0”,1 pc.,312.0,C5-5
E9-1808,Clear,24’ - 0”,1 pc.,363.0,C5-4
E9-1808,Bronze,24’ - 0”,1 pc.,408.0,C5-4
E9-1808,Paint,24’ - 0”,1 pc.,453.0,C5-4
E9-1809,Bronze,24’ - 0”,1 pc.,79.05,C5-5
E9-1809,Clear,24’ - 0”,1 pc.,79.05,C5-5
E9-1809,Paint,24’ - 0”,1 pc.,102.0,C5-5
E9-1810,Clear,24’ - 0”,1 pc.,201.0,C5-5
E9-1810,Bronze,24’ - 0”,1 pc.,222.0,C5-5
E9-1810,Paint,24’ - 0”,1 pc.,246.0,C5-5
E9-1811,Clear,24’ - 0”,1 pc.,390.0,C5-4
E9-1811,Bronze,24’ - 0”,1 pc.,434.0,C5-4
E9-1811,Paint,24’ - 0”,1 pc.,561.0,C5-4
E9-1813,Clear,24’ - 0”,1 pc.,372.0,C5-4
E9-1813,Bronze,24’ - 0”,1 pc.,419.0,C5-4
E9-1813,Paint,24’ - 0”,1 pc.,596.0,C5-4
E9-1814,Clear,24’ - 0”,1 pc.,324.0,C5-5
E9-1814,Bronze,24’ - 0”,1 pc.,369.0,C5-5
E9-1814,Paint,24’ - 0”,1 pc.,519.0,C5-5
E9-1816,Clear,24’ - 0”,1 pc.,266.0,C5-5
E9-1816,Bronze,24’ - 0”,1 pc.,312.0,C5-5
E9-1816,Paint,24’ - 0”,1 pc.,473.0,C5-5
E9-1817,Clear,24’ - 0”,1 pc.,260.0,C5-5
E9-1817,Bronze,24’ - 0”,1 pc.,305.0,C5-5
E9-1817,Paint,24’ - 0”,1 pc.,375.0,C5-5
E9-1818,Clear,24’ - 0”,1 pc.,459.0,C5-4
E9-1818,Bronze,24’ - 0”,1 pc.,503.0,C5-4
E9-1818,Paint,24’ - 0”,1 pc.,587.0,C5-4
E9-1821,Clear,24’ - 0”,1 pc.,324.0,C5-4
E9-1821,Bronze,24’ - 0”,1 pc.,369.0,C5-4
E9-1821,Paint,24’ - 0”,1 pc.,396.0,C5-4
E9-1822,Clear,24’ - 0”,1 pc.,357.0,C5-4
E9-1822,Bronze,24’ - 0”,1 pc.,404.0,C5-4
E9-1822,Paint,24’ - 0”,1 pc.,515.0,C5-4
E9-1823,Clear,24’ - 0”,1 pc.,87.15,C5-5
Index-126,,,,,
E9-1823,Bronze,24’ - 0”,1 pc.,95.25,C5-5
E9-1823,Paint,24’ - 0”,1 pc.,126.0,C5-5
E9-1824,Clear,24’ - 0”,1 pc.,243.0,C5-4
E9-1824,Bronze,24’ - 0”,1 pc.,281.0,C5-4
E9-1824,Paint,24’ - 0”,1 pc.,318.0,C5-4
E9-1825,Clear,24’ - 0”,1 pc.,338.0,C5-4
E9-1825,Bronze,24’ - 0”,1 pc.,375.0,C5-4
E9-1825,Paint,24’ - 0”,1 pc.,402.0,C5-4
E9-1851,Clear,24’ - 0”,1 pc.,120.0,C5-4
E9-1851,Bronze,24’ - 0”,1 pc.,122.0,C5-4
E9-1851,Paint,24’ - 0”,1 pc.,159.0,C5-4
E9-1852,Clear,24’ - 0”,1 pc.,246.0,C5-4
E9-1852,Bronze,24’ - 0”,1 pc.,266.0,C5-4
E9-1852,Paint,24’ - 0”,1 pc.,284.0,C5-4
E9-1853,Clear,24’ - 0”,1 pc.,260.0,C5-4
E9-1853,Bronze,24’ - 0”,1 pc.,282.0,C5-4
E9-1853,Paint,24’ - 0”,1 pc.,341.0,C5-4
E9-1868,Clear,24’ - 0”,1 pc.,213.0,C5-5
E9-1868,Bronze,24’ - 0”,1 pc.,219.0,C5-5
E9-1868,Paint,24’ - 0”,1 pc.,344.0,C5-5
E9-1869,Clear,24’ - 0”,1 pc.,219.0,C5-5
E9-1869,Bronze,24’ - 0”,1 pc.,224.0,C5-5
E9-1869,Paint,24’ - 0”,1 pc.,420.0,C5-5
E9-1889,Clear,24’ - 0”,1 pc.,248.0,"C5-6, C7-4"
E9-1889,Bronze,24’ - 0”,1 pc.,282.0,"C5-6, C7-4"
E9-1889,Paint,24’ - 0”,1 pc.,312.0,"C5-6, C7-4"
E9-1890,Clear,24’ - 0”,1 pc.,251.0,C5-6
E9-1890,Bronze,24’ - 0”,1 pc.,284.0,C5-6
E9-1890,Paint,24’ - 0”,1 pc.,315.0,C5-6
E9-1891,Clear,24’ - 0”,1 pc.,311.0,C5-7
E9-1891,Bronze,24’ - 0”,1 pc.,312.0,C5-7
E9-1891,Paint,24’ - 0”,1 pc.,387.0,C5-7
E9-1892,Clear,24’ - 0”,1 pc.,311.0,C5-7
E9-1892,Bronze,24’ - 0”,1 pc.,312.0,C5-7
E9-1892,Paint,24’ - 0”,1 pc.,387.0,C5-7
E9-1893,Clear,24’ - 0”,1 pc.,384.0,C5-7
E9-1893,Bronze,24’ - 0”,1 pc.,426.0,C5-7
E9-1893,Paint,24’ - 0”,1 pc.,473.0,C5-7
E9-2204,Clear,24’ - 0”,1 pc.,167.0,D2-2
E9-2204,Bronze,24’ - 0”,1 pc.,170.0,D2-2
E9-2204,Paint,24’ - 0”,1 pc.,236.0,D2-2
E9-2208,Clear,24’ - 0”,1 pc.,183.0,D2-2
E9-2208,Bronze,24’ - 0”,1 pc.,185.0,D2-2
E9-2208,Paint,24’ - 0”,1 pc.,251.0,D2-2
E9-2210,Clear,24’ - 0”,1 pc.,300.0,D2-2
E9-2210,Bronze,24’ - 0”,1 pc.,303.0,D2-2
E9-2210,Paint,24’ - 0”,1 pc.,351.0,D2-2
E9-2264,Mill,24’ - 0”,1 pc.,68.85,D3-3
E9-2268,Clear,24’ - 0”,1 pc.,141.0,D3-3
E9-2268,Bronze,24’ - 0”,1 pc.,153.0,D3-3
E9-2268,Paint,24’ - 0”,1 pc.,282.0,D3-3
E9-2270,Clear,24’ - 0”,1 pc.,374.0,D3-2
E9-2270,Bronze,24’ - 0”,1 pc.,420.0,D3-2
E9-2270,Paint,24’ - 0”,1 pc.,599.0,D3-2
E9-2271,Clear,24’ - 0”,1 pc.,243.0,D3-2
E9-2271,Bronze,24’ - 0”,1 pc.,278.0,D3-2
E9-2271,Paint,24’ - 0”,1 pc.,434.0,D3-2
E9-2284,Clear,24’ - 0”,1 pc.,102.0,D3-3
E9-2284,Bronze,24’ - 0”,1 pc.,110.0,D3-3
E9-2284,Paint,24’ - 0”,1 pc.,194.0,D3-3
E9-2285,Clear,24’ - 0”,1 pc.,99.3,D3-3
E9-2285,Bronze,24’ - 0”,1 pc.,107.0,D3-3
E9-2285,Paint,24’ - 0”,1 pc.,171.0,D3-3
E9-2286,Clear,24’ - 0”,1 pc.,87.15,D3-3
E9-2286,Bronze,24’ - 0”,1 pc.,93.15,D3-3
E9-2286,Paint,24’ - 0”,1 pc.,179.0,D3-3
E9-2289,Clear,24’ - 0”,1 pc.,183.0,D3-2
E9-2289,Bronze,24’ - 0”,1 pc.,197.0,D3-2
E9-2289,Paint,24’ - 0”,1 pc.,270.0,D3-2
E9-2293,Clear,24’ - 0”,1 pc.,144.0,F5-3
E9-2293,Bronze,24’ - 0”,1 pc.,162.0,F5-3
E9-2293,Paint,24’ - 0”,1 pc.,254.0,F5-3
E9-2301,Clear,24’ - 0”,1 pc.,380.0,D3-2
E9-2301,Bronze,24’ - 0”,1 pc.,426.0,D3-2
E9-2301,Paint,24’ - 0”,1 pc.,515.0,D3-2
E9-2302,Clear,24’ - 0”,1 pc.,477.0,D3-2
E9-2302,Bronze,24’ - 0”,1 pc.,530.0,D3-2
E9-2302,Paint,24’ - 0”,1 pc.,734.0,D3-2
E9-2303,Clear,24’ - 0”,1 pc.,456.0,D3-2
E9-2303,Bronze,24’ - 0”,1 pc.,509.0,D3-2
E9-2303,Paint,24’ - 0”,1 pc.,689.0,D3-2
E9-2304,Clear,24’ - 0”,1 pc.,455.0,D3-2
E9-2304,Bronze,24’ - 0”,1 pc.,507.0,D3-2
E9-2304,Paint,24’ - 0”,1 pc.,710.0,D3-2
E9-2305,Clear,24’ - 0”,1 pc.,438.0,D3-2
E9-2305,Bronze,24’ - 0”,1 pc.,489.0,D3-2
E9-2305,Paint,24’ - 0”,1 pc.,639.0,D3-2
E9-2306,Clear,24’ - 0”,1 pc.,627.0,D3-2
E9-2306,Bronze,24’ - 0”,1 pc.,692.0,D3-2
E9-2306,Paint,24’ - 0”,1 pc.,1013.0,D3-2
E9-2307,Clear,24’ - 0”,1 pc.,588.0,D3-2
E9-2307,Bronze,24’ - 0”,1 pc.,651.0,D3-2
Index-128,,,,,
E9-2307,Paint,24’ - 0”,1 pc.,906.0,D3-2
E9-2308,Clear,24’ - 0”,1 pc.,743.0,D3-3
E9-2308,Bronze,24’ - 0”,1 pc.,815.0,D3-3
E9-2308,Paint,24’ - 0”,1 pc.,1182.0,D3-3
E9-2309,Clear,24’ - 0”,1 pc.,408.0,D3-2
E9-2309,Bronze,24’ - 0”,1 pc.,455.0,D3-2
E9-2309,Paint,24’ - 0”,1 pc.,651.0,D3-2
E9-2310,Clear,24’ - 0”,1 pc.,578.0,D3-3
E9-2310,Bronze,24’ - 0”,1 pc.,636.0,D3-3
